product,narrative,summary
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed,"The input discusses a section in law that requires consumer reporting agencies to block information from a consumer's file if the consumer alleges that the information resulted from identity theft. These agencies are required to block the information within one business day and must notify the person who furnished the information about the block. However, the reporting agency is allowed to decline or rescind the block in cases of error or in instances where there is a material misrepresentation of facts by the consumer. The affected consumer must be promptly notified if the block is declined or rescinded. The text also covers exceptions for resellers and check service companies, and emphasizes that law enforcement agencies should still have access to blocked information. According to the Fair Credit Reporting Act, unverified accounts must be removed if verifiable proof is not provided."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The text concerns the processes and regulations around blocking information by consumer reporting agencies in the event of alleged identity theft. The consumer must provide proof of identity and a statement about their data. The reporting agency has to promptly block the identified information and notify the furnisher about the identity theft report and block request. The agency can decline or rescind a block if it finds errors or if the block was requested based on misrepresentation of facts from the consumer. If a block is declined or rescinded, the consumer has to be promptly notified. The text also mentions special provisions for resellers, check service companies, and law enforcement agencies. In case of any failed account verification, the unverified account must be removed."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The input discusses the provisions that a Consumer Reporting Agency (CRA) must follow when a consumer alleges identity theft. The CRA must block any information in the consumer's file that was the result of identity theft once it receives required identification details from the consumer. If the initial block was due to an error or a misrepresentation, the CRA has the right to decline or rescind the block. If the block is rescinded, the consumer should be notified immediately. Consumers also have a right to report identity theft to a bureau and can request information linked to the theft to be blocked. Certain exceptions apply for resellers, verification companies, and law enforcement agencies. The input also notes that agencies are required by the Fair Credit Reporting Act to verify original consumer contracts and ensure accurate credit reporting. Unverified accounts should be removed, positively impacting the consumer's ability to obtain credit.
"
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The text describes a process that a consumer reporting agency must follow when a consumer identifies information that allegedly resulted from identity theft. The agency is required to block such information from their reports. They also need to notify the information's provider that it may be a result of identity theft. However, the block can be declined or rescinded if it is determined that it has been requested erroneously or based on a factual misrepresentation by the consumer. In case of declining or rescinding the block, the affected consumer must be promptly notified. If a resale occurs, the reseller is required to inform the consumer as well.

For check services companies, certain provisions will not apply. These companies must report to national consumer reporting agencies if information is identified as subject to an identity theft report. The law doesn't prevent law enforcement agencies from accessing blocked information.

Moreover, the Fair Credit Reporting Act mandates that there must be a physical verification of the original signed consumer contract for each account on the credit report. If a consumer demands to see this verifiable proof for specific accounts and the agency fails to provide it, the agency must remove these unverified accounts from the report."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The text describes a provision regarding the blocking of information by consumer reporting agencies to deter identity theft. These agencies have to block reporting of any data identified by the consumer as a result of alleged identity theft, having received the appropriate proof of identity from the consumer. The agency also needs to notify relevant authorities and parties of such a block promptly. The consumer reporting agency, however, retains the right to decline or rescind the block under certain conditions, such as factual errors or if the consumer has directly benefited from the blocked transaction. Exceptions to this provision are also discussed wherein resellers and verification companies are mentioned. Another key aspect is allowing law enforcement agencies to access blocked data. Finally, the text states the Fair Credit Reporting Act (FCRA) requires a physical verification of the original consumer contract for any account mentioned in a consumer report. It mandates the removal of unverified accounts, thus protecting the consumer's ability to obtain credit."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The input focuses on the actions that a consumer reporting agency should take when a consumer identifies information that was allegedly a result of identity theft. Upon receipt and provision of the necessary proof, the identified information should be blocked from reporting within a business day. The furnisher of this information should also be notified promptly. 

Except otherwise provided, the consumer reporting agency may decline or rescind blocking the information if it reasonably determines that the information has been blocked in error. If so, the affected consumer shall be notified promptly. The reseller has an obligation to inform the consumer on how to report identity theft, and check service companies should report the theft to national reporting agencies.

The input also notes that the provision requiring the blocking of information does not obligate the consumer reporting agency to prevent law enforcement agencies from accessing blocked information. Finally, the input states that if an agency is unable to provide verifiable proof of an account, then it must be removed from the consumer report."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The consumer reporting agency is required to block the reporting of disputed financial information identified as resulting from alleged identity theft, as per the consumer's report and proof of identity. The agency must notify the provider of the said information about potential identity theft. The agency can decline or rescind the block if manipulation or errors are established. Upon rescinding, the agency must promptly inform the relevant consumer about the unblocking. On the other hand, resellers must inform the consumer of possible identity theft, guide them to report it, and block the involved consumer report. Verification companies dealing with payment methods are exception from this. Also, federal, state, local law enforcement agencies can access the blocked data. A way to ensure this would be to demand verifiable proof of original transactions from companies, failing which the disputed contracts might need to be removed from accounts."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The section explains the procedures and regulations regarding the blocking of consumer information by consumer reporting agencies in cases of alleged identity theft. It mandates the agency to block the consumer's information once it receives proof of identity and a copy of the identity theft report. The furnisher of that information must also be notified about the block. However, the agency can decline or rescind the block if it is determined that the block was requested in error, a consumer misrepresented the facts, or obtained good/service/money as a result of the blocked transaction. If the block is denied or revoked, the consumer must be notified promptly. This law also covers resellers and check service companies, and they are also obliged to abide by similar regulations. However, the law does not prevent law enforcement agencies from accessing the blocked information. Also, per the Fair Credit Reporting Act, if a physical verification of the original signed consumer contract for an account is not possible, the unverified account must be removed."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter,"The text discusses the provisions for a consumer reporting agency to block the reporting of information resulting from alleged identity theft. The agency should: (1) block information after the consumer provides proof of identity, theft report, and a statement identifying the fraudulent information; (2) notify the furnisher of the blocked information; (3) have the authority to decline or rescind the block if the conclusion of error or misrepresentation is made; (4) notify the affected consumer about the declined or rescinded block.

There are also exceptions to this rule: resellers don't have to block information, but must inform consumers on how to report identity theft; check service companies must report to national consumer reporting agencies any information subject to an identity theft report.

Law enforcement agencies are allowed access to the blocked information, implying that provisions don't hinder any potential investigation."
credit_reporting,block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter according fair credit reporting act section required federal law verify physical verification original signed consumer contract account post credit report otherwise anyone paying reporting service could fax mail email fraudulent account demand see verifiable proof original consumer contract signature file account listed failure positively verify account hurt ability obtain credit fcra unverified account must removed unable provide copy verifiable proof must remove account listed demand following account verified removed immediately,"The input discusses the obligation of a consumer reporting agency to block information, identified by the consumer, alleged to be a result of identity theft. The information should be blocked within one business day of receiving appropriate proof of identity from the consumer, along with a copy of an identity theft report and related statements from the consumer. The agency should notify the consumer if the blocking is declined or rescinded and provide reasons if the blocking was due to an error or misrepresented facts by the consumer. Exceptions are provided for resellers and check service companies. Also, the report states that the agencies must not resist federal or state law enforcement agencies from accessing the blocked information. Lastly, it touches upon the need to physically verify original signed consumer contracts and states that unverified accounts must be removed."
